clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision
clip_0112,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0112.wav,It is flushed with what you call...,5.0,0.008229,0.007769,288.97,81.16,0.157709,1721.2,156.25,35,7,0,0,0,0,0,0,PROCEED
clip_0113,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0113.wav,NANDA!,5.0,0.005322,0.006501,220.12,38.29,0.188237,1931.28,93.75,6,1,0,0,0,0,0,0,PROCEED
clip_0114,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0114.wav,all the time during the British period and this is it.,5.0,0.005812,0.005897,237.11,45.52,0.170774,1838.76,93.75,54,11,0,0,0,0,0,0,PROCEED
clip_0115,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0115.wav,,5.0,0.007895,0.006688,424.34,295.91,0.183454,1889.63,125.0,0,0,0,0,0,0,0,0,PROCEED
clip_0116,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0116.wav,I will know in and out of this problem.,5.0,0.007291,0.007426,433.59,162.8,0.168731,1817.18,110.29,39,9,0,0,0,0,0,0,PROCEED
clip_0117,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0117.wav,,5.0,0.006698,0.005728,243.05,63.7,0.185684,1838.63,125.0,0,0,0,0,0,0,0,0,PROCEED
clip_0118,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0118.wav,I'll talk to you in a minute.,5.0,0.006738,0.007733,244.81,40.65,0.172136,1827.75,156.25,29,7,0,0,0,0,0,0,PROCEED
clip_0119,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0119.wav,,5.0,0.008245,0.006583,307.67,119.06,0.164072,1760.23,187.5,0,0,0,0,0,0,0,0,PROCEED
clip_0120,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0120.wav,,5.0,0.006943,0.006149,477.58,160.75,0.176058,1813.98,117.19,0,0,0,0,0,0,0,0,PROCEED
clip_0121,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0121.wav,very big river,5.0,0.005433,0.004925,353.4,107.28,0.187229,1954.93,144.23,14,3,0,0,0,0,0,0,PROCEED
clip_0122,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0122.wav,"They are not common, they are Italian, Badagmula people.",5.0,0.009106,0.009536,276.85,129.3,0.195605,1909.32,133.93,56,9,0,0,0,0,0,0,PROCEED
clip_0123,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0123.wav,,5.0,0.008755,0.007848,269.84,23.91,0.198292,1864.35,125.0,0,0,0,0,0,0,0,0,PROCEED
clip_0124,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0124.wav,"Thank you, thank you so much.",5.0,0.002985,0.00243,278.7,13.25,0.171393,1895.77,133.93,29,6,0,0,0,0,0,0,PROCEED
clip_0125,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0125.wav,,5.0,0.001936,0.002025,584.32,490.64,0.187161,2053.6,117.19,0,0,0,0,0,0,0,0,PROCEED
clip_0126,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0126.wav,,5.0,0.001455,0.00107,445.18,468.31,0.206863,2143.43,125.0,0,0,0,0,0,0,0,0,PROCEED
clip_0127,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0127.wav,,5.0,0.00435,0.003705,342.84,111.3,0.188128,2003.21,144.23,0,0,0,0,0,0,0,0,PROCEED
clip_0128,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0128.wav,it also undervalued so much that I think this is why it gives me great joy.,5.0,0.047996,0.042447,239.5,33.48,0.154664,1569.15,170.45,75,16,0,0,0,0,0,0,PROCEED
clip_0129,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0129.wav,"And yeah, I applied in Sri Lanka. And also, special.",5.0,0.002528,0.002226,123.06,16.27,0.212732,2150.61,144.23,52,10,0,0,0,0,0,0,PROCEED
clip_0130,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0130.wav,biodynamic agriculture and what is bio-dynamic really,5.0,0.01731,0.014225,579.88,727.09,0.185248,1879.23,104.17,53,7,0,0,0,0,0,0,PROCEED
clip_0131,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0131.wav,very high standard organic system. We believe moon calendar and,5.0,0.020609,0.013055,221.15,60.65,0.173638,1790.32,89.29,63,10,0,0,0,0,0,0,PROCEED
clip_0132,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0132.wav,As one of the thirty four bio-diagnostic practices.,5.0,0.023135,0.018756,167.21,25.68,0.177218,1774.97,144.23,51,8,0,0,0,0,0,0,PROCEED
clip_0133,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0133.wav,on this planet. We in Sri Lanka have been forced to,5.0,0.015223,0.012319,527.64,388.43,0.165565,1751.4,110.29,51,11,0,0,0,0,0,0,PROCEED
clip_0134,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0134.wav,of this land until today only about 3%,5.0,0.021077,0.015182,463.29,378.09,0.135192,1506.68,125.0,38,8,1,0,0,0,0,0,PROCEED
clip_0135,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0135.wav,rainforests and the highland rainforests are home to...,5.0,0.023664,0.016629,702.99,510.16,0.133207,1385.21,104.17,55,8,0,0,0,0,0,0,PROCEED
clip_0136,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0136.wav,practically all species and,5.0,0.017504,0.014966,475.96,352.04,0.149178,1633.13,144.23,27,4,0,0,0,0,0,0,PROCEED
clip_0137,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0137.wav,75% of all the animals that are hindering to this country.,5.0,0.017102,0.010824,224.24,83.32,0.126117,1434.86,125.0,58,11,0,0,0,0,0,0,PROCEED
clip_0138,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0138.wav,health of the people. Our organic farmers use bio-fertilizers,5.0,0.026421,0.026293,743.07,414.93,0.153722,1642.65,133.93,61,9,0,0,0,0,0,0,PROCEED
clip_0139,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0139.wav,organic farmers use bio-fertilizers to promote,5.0,0.022726,0.022528,497.56,431.82,0.17993,1815.85,133.93,46,6,0,0,0,0,0,0,PROCEED
clip_0140,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0140.wav,Isis to promote the culture of,5.0,0.018486,0.020396,134.74,19.63,0.18875,1896.76,125.0,30,6,0,0,0,0,0,0,PROCEED
clip_0141,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0141.wav,to promote the culture of microbes in the soil.,5.0,0.023222,0.023243,142.26,18.84,0.160203,1706.71,125.0,47,9,0,0,0,0,0,0,PROCEED
clip_0143,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0143.wav,of microbes in the soil and also to get the effect to...,5.0,0.025695,0.023424,143.23,13.63,0.148142,1601.03,110.29,56,12,0,0,0,0,0,0,PROCEED
clip_0144,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0144.wav,and also to get their effect to nourish them.,5.0,0.024538,0.020829,133.84,14.51,0.149744,1594.54,110.29,45,9,0,0,0,0,0,0,PROCEED
clip_0145,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0145.wav,"the soils. So what they do is, they use various",5.0,0.019263,0.018382,115.53,3.62,0.174055,1844.93,93.75,47,10,0,0,0,0,0,0,PROCEED
clip_0146,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0146.wav,various naturally occurring substances to develop certain media,5.0,0.021471,0.016319,183.3,62.95,0.171194,1798.68,98.68,63,8,0,0,0,0,0,0,PROCEED
clip_0147,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0147.wav,to develop certain media slurries to multiply them.,5.0,0.024091,0.019474,184.11,58.3,0.160974,1689.86,144.23,51,8,0,0,0,0,0,0,PROCEED
clip_0148,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0148.wav,Lurries to multiply them and then they apply to their soil.,5.0,0.025918,0.019805,144.97,22.68,0.157957,1643.17,133.93,59,11,0,0,0,0,0,0,PROCEED
clip_0149,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0149.wav,and then they apply to their soils to increase the,5.0,0.022934,0.019241,126.0,8.46,0.161127,1677.56,144.23,50,10,0,0,0,0,0,0,PROCEED
clip_0150,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0150.wav,to increase the productivity and maintain the natural,5.0,0.018822,0.013855,146.93,52.89,0.149793,1652.65,125.0,53,8,0,0,0,0,0,0,PROCEED
clip_0151,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0151.wav,conditions of the soil.,5.0,0.013936,0.010724,164.74,49.35,0.118671,1500.15,144.23,23,4,0,0,0,0,0,0,PROCEED
clip_0152,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0152.wav,"by using our local materials, we can prepare our",5.0,0.014633,0.014337,215.37,79.15,0.148161,1724.36,144.23,48,9,0,0,0,0,0,0,PROCEED
clip_0153,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0153.wav,"local materials, we can prepare our compost.",5.0,0.01576,0.014407,476.34,439.69,0.151964,1696.43,133.93,44,7,0,0,0,0,0,0,PROCEED
clip_0154,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0154.wav,"As a value addition, we can add it by a charcoal.",5.0,0.015321,0.017116,654.36,418.02,0.163005,1803.73,187.5,49,11,0,0,0,0,0,0,PROCEED
clip_0155,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0155.wav,"is basically very important for development of soil, macro and micro",5.0,0.018913,0.013504,193.03,72.4,0.113975,1321.84,85.23,68,11,0,0,0,0,0,0,PROCEED
clip_0156,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0156.wav,of the bhavichakal with the treatment of cow urine.,5.0,0.017971,0.013572,167.32,46.79,0.113259,1337.39,110.29,51,9,0,0,0,0,0,0,PROCEED
clip_0157,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0157.wav,programs to encourage them to maintain a sustainable organic value chain.,5.0,0.023005,0.020417,247.35,27.83,0.132837,1642.82,144.23,73,11,0,0,0,0,0,0,PROCEED
clip_0158,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0158.wav,Ceylon tea is known all over the world. Why it is very well known? Purely because we,5.0,0.028063,0.020918,244.8,104.61,0.157566,1724.68,133.93,84,17,0,0,0,0,0,0,PROCEED
clip_0160,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0160.wav,the culture of microbes in the soil and also to,5.0,0.025364,0.025101,154.5,9.81,0.15602,1673.11,104.17,47,10,0,0,0,0,0,0,PROCEED
clip_0161,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0161.wav,Good afternoon ladies and gentlemen till the power point comes on,5.0,0.025291,0.020459,486.76,485.25,0.184042,1920.78,110.29,65,11,0,0,0,0,0,0,PROCEED
clip_0162,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0162.wav,"As I stand here, I'm acutely aware that I'm speaking to an audience...",5.0,0.02235,0.017889,136.66,32.19,0.196476,2030.58,187.5,70,13,0,0,0,0,0,0,PROCEED
clip_0163,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0163.wav,And it's a challenging and daunting task to keep your attention.,5.0,0.020367,0.017866,136.8,9.26,0.195919,2001.86,133.93,64,11,0,0,0,0,0,0,PROCEED
clip_0164,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0164.wav,Regarding agriculture. I've heard in the morning certain comments or opinions,5.0,0.027757,0.022733,70.92,0.0,0.202882,2043.47,125.0,77,11,0,0,0,0,0,0,PROCEED
clip_0165,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0165.wav,"of Sri Lanka and very quickly, sorry.",5.0,0.017757,0.020142,1114.46,22.6,0.218318,2137.4,133.93,37,7,0,0,0,0,0,0,PROCEED
clip_0167,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0167.wav,quickly sorry for my to get to the subject,5.0,0.016386,0.01994,188.53,3.18,0.225822,2220.51,144.23,42,9,0,0,0,0,0,0,PROCEED
clip_0168,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0168.wav,"Sorry, fine. To get to the subject, I want to make a proposition.",5.0,0.026033,0.024467,218.63,4.95,0.207911,2058.21,144.23,65,13,0,0,0,0,0,0,PROCEED
clip_0169,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0169.wav,"to get to the subject, I want to make a proposition that the inherent...",5.0,0.027026,0.023786,218.24,4.35,0.200177,2030.1,144.23,72,14,0,0,0,0,0,0,PROCEED
clip_0170,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0170.wav,that the inherent geographical topography climatic,5.0,0.028745,0.026901,1157.55,142.28,0.223602,2201.18,125.0,50,6,0,0,0,0,0,0,PROCEED
clip_0171,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0171.wav,ecosystem of Sri Lankan land provides a favorable platform.,5.0,0.024044,0.017458,145.42,1.65,0.218383,2118.66,110.29,59,9,0,0,0,0,0,0,PROCEED
clip_0172,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0172.wav,platform and can...,5.0,0.019161,0.018376,153.77,4.6,0.217027,2170.24,85.23,19,3,0,0,0,0,0,0,PROCEED
clip_0173,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0173.wav,people are directly employed and more so 77% of our national population.,5.0,0.029037,0.020265,130.16,7.27,0.197151,1954.23,170.45,72,12,0,0,0,0,0,0,PROCEED
clip_0174,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0174.wav,we can uplift the quality of life and the lifestyle of more 20...,5.0,0.026445,0.019663,143.21,16.33,0.188617,1970.06,117.19,65,13,0,0,0,0,0,0,PROCEED
clip_0175,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0175.wav,GDP in Sri Lanka you can clearly see that services and agriculture industry sector,5.0,0.037942,0.024131,157.24,22.1,0.215357,2128.83,133.93,82,14,0,0,0,0,0,0,PROCEED
clip_0176,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0176.wav,Paddy is a main crop apart from coconut which is a,5.0,0.036024,0.033316,1008.35,69.1,0.197063,1941.59,133.93,50,11,0,0,0,0,0,0,PROCEED
clip_0178,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0178.wav,We have export-oriented plantation crops like tea and rubber. We have export agriculture crops of...,5.0,0.036328,0.027384,1119.99,31.78,0.183438,1848.38,104.17,100,15,0,0,0,0,0,0,PROCEED
clip_0179,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0179.wav,that agriculture is a very positive feature and that we have to look at it in a very positive way.,5.0,0.027461,0.016445,148.73,7.64,0.187428,1944.04,117.19,98,20,0,0,0,0,0,0,PROCEED
clip_0180,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0180.wav,"of land on a sustainable basis, so that the people and the country.",5.0,0.031298,0.029572,159.87,31.83,0.209043,2053.72,170.45,67,13,0,0,0,0,0,0,PROCEED
clip_0181,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0181.wav,"Talking of Sri Lanka, we are a small, tropical, maritime country.",5.0,0.028737,0.030951,1007.47,82.02,0.212595,2060.22,104.17,65,11,0,0,0,0,0,0,PROCEED
clip_0182,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0182.wav,Tropical maritime humid island close the equator,5.0,0.024042,0.021676,147.19,18.1,0.197446,2034.5,187.5,48,7,0,0,0,0,0,0,PROCEED
clip_0183,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0183.wav,most of the equator and you are blessed with adequate rainfall.,5.0,0.022027,0.016661,0.0,0.0,0.199592,2043.91,110.29,63,11,0,0,0,0,0,0,PROCEED
clip_0184,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0184.wav,with adequate rainfall. More so we have sea suns we are the whole,5.0,0.0233,0.016108,159.14,22.31,0.204636,2090.1,110.29,65,13,0,0,0,0,0,0,PROCEED
clip_0185,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0185.wav,Seasons where the whole country is covered in rain as I will explain later,5.0,0.025833,0.02012,168.67,22.66,0.209435,2082.87,110.29,74,14,0,0,0,0,0,0,PROCEED
clip_0186,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0186.wav,and later 40% of the rain is us.,5.0,0.025105,0.022503,156.22,2.18,0.213538,2111.03,133.93,32,8,0,0,0,0,0,0,PROCEED
clip_0187,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0187.wav,"is a surface runoff, even that is captured in terms of the...",5.0,0.027673,0.022143,138.97,7.83,0.197297,2032.49,93.75,61,12,0,0,0,0,0,0,PROCEED
clip_0188,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0188.wav,tanks and reservoir systems in Sri Lanka. Sri Lanka has 103 rivers.,5.0,0.035196,0.024879,175.41,35.77,0.213099,2070.4,104.17,67,12,0,0,0,0,0,0,PROCEED
clip_0189,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0189.wav,"and 15 of them in the wet zone, 20 in the intermediate zone, 8 in the wet zone.",5.0,0.025283,0.022649,155.16,9.42,0.22205,2163.88,104.17,79,18,0,0,0,0,0,0,PROCEED
clip_0190,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0190.wav,crossing all the three zones and the largest river covering 10% of our land area.,5.0,0.030576,0.021999,133.57,17.96,0.18908,1924.94,133.93,81,15,0,0,0,0,0,0,PROCEED
clip_0191,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0191.wav,supplement that further by 7600 tax. If you look at the employment...,5.0,0.032055,0.023915,146.82,4.46,0.187774,1894.54,156.25,69,12,0,0,0,0,0,0,PROCEED
clip_0192,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0192.wav,27% is in agriculture and in industries about 46%,5.0,0.030911,0.027957,1198.07,16.86,0.209333,2069.55,144.23,49,9,0,0,0,0,0,0,PROCEED
clip_0193,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0193.wav,about 46% and in services another 26%.,5.0,0.024739,0.02202,135.17,11.48,0.21113,2102.74,133.93,38,7,0,0,0,0,0,0,PROCEED
clip_0194,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0194.wav,"Sorry, it's the other way around. Agriculture is 27 percent, industry is 46.",5.0,0.032201,0.029292,142.24,27.08,0.19971,2014.66,125.0,76,13,0,0,0,0,0,0,PROCEED
clip_0195,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0195.wav,We are blessed with the...,5.0,0.027242,0.030301,189.2,37.8,0.230957,2263.02,104.17,26,5,0,0,0,0,0,0,PROCEED
clip_0196,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0196.wav,six different land zones so that,5.0,0.024383,0.023915,134.37,37.0,0.227247,2208.36,98.68,32,6,0,0,0,0,0,0,PROCEED
clip_0197,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0197.wav,Thanks for watching!,5.0,0.026086,0.026617,133.44,37.15,0.21982,2109.13,93.75,20,3,0,0,0,0,0,0,PROCEED
clip_0198,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0198.wav,that different variety of crops can be grown in Sri Lanka.,5.0,0.027325,0.02363,159.54,14.56,0.204988,2022.67,117.19,58,11,0,0,0,0,0,0,PROCEED
clip_0199,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0199.wav,"This is the advantageous location of our central hills, which is north-south.",5.0,0.033341,0.030344,1063.06,44.71,0.211217,2096.27,144.23,77,12,0,0,0,0,0,0,PROCEED
clip_0200,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0200.wav,down to the low country and which is a very good advantage for Sri Lanka.,5.0,0.032264,0.026271,1071.03,11.71,0.189599,1911.06,125.0,73,15,0,0,0,0,0,0,PROCEED
clip_0201,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0201.wav,63 great soil groups and all these soil groups...,5.0,0.031006,0.029149,513.5,308.54,0.209354,2080.21,117.19,49,9,0,0,0,0,0,0,PROCEED
clip_0202,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0202.wav,"For example, there is soil type that favours study, then cereal.",5.0,0.031808,0.030116,392.56,381.89,0.209149,2056.41,133.93,64,11,0,0,0,0,0,0,PROCEED
clip_0203,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0203.wav,"As you see, this is how the land is used in Sri Lanka. We have about...",5.0,0.030046,0.026602,154.05,2.42,0.214191,2159.83,117.19,71,16,0,0,0,0,0,0,PROCEED
clip_0204,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0204.wav,We have about 42% of our land devoted to agriculture.,5.0,0.036736,0.033131,153.7,2.49,0.182185,1914.06,133.93,53,10,0,0,0,0,0,0,PROCEED
clip_0205,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0205.wav,"So previously I mentioned about 20% in forest, about 5% in water.",5.0,0.033548,0.025197,144.84,12.11,0.185111,1931.14,133.93,65,12,0,0,0,0,0,0,PROCEED
clip_0206,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0206.wav,the land use map in Sri Lanka and 42% of the Arab,5.0,0.029589,0.024076,146.3,8.79,0.187382,1968.51,98.68,49,12,0,0,0,0,0,0,PROCEED
clip_0207,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0207.wav,percent of the arable land is distributed mostly in the,5.0,0.021685,0.01724,149.7,12.84,0.203663,2116.91,110.29,55,10,0,0,0,0,0,0,PROCEED
clip_0208,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0208.wav,is distributed mostly in the wet soil. So if you go...,5.0,0.018377,0.018062,985.42,31.02,0.226143,2248.14,104.17,54,11,0,0,0,0,0,0,PROCEED
clip_0209,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0209.wav,cultivated crops are situated in our country. You can see the paddy lands...,5.0,0.036532,0.027286,151.86,12.63,0.178021,1893.67,110.29,76,13,0,0,0,0,0,0,PROCEED
clip_0210,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0210.wav,the west and the centre of the country and the forested area is more towards the north.,5.0,0.036593,0.0246,153.5,6.88,0.180919,1864.6,125.0,87,17,0,0,0,0,0,0,PROCEED
clip_0211,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0211.wav,"rice cultivation takes prominence, almost close to 850,000 hectares.",5.0,0.029903,0.02098,140.95,6.47,0.182182,1892.85,125.0,68,9,0,0,0,0,0,0,PROCEED
clip_0212,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0212.wav,"The important thing is that more than the extent involved, the number of households",5.0,0.028242,0.02618,451.64,409.02,0.194445,1980.38,110.29,83,14,0,0,0,0,0,0,PROCEED
clip_0213,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0213.wav,"cultivation. Other important food crops, like other food crops, are",5.0,0.030916,0.024486,150.62,9.92,0.182272,1911.11,144.23,67,10,0,0,0,0,0,0,PROCEED
clip_0214,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0214.wav,"to 400,000 hectares and the traditional T202,000 hectares.",5.0,0.031876,0.024533,196.91,86.12,0.183976,1904.4,110.29,58,8,0,0,0,0,0,0,PROCEED
clip_0216,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0216.wav,surpassed 2 million kilos out of a total 4.5 million hectare cultivated.,5.0,0.029747,0.021044,135.58,5.23,0.172684,1842.75,117.19,72,12,0,0,0,0,0,0,PROCEED
clip_0218,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0218.wav,What is significant is a number of people employed you can,5.0,0.023547,0.020822,164.14,6.14,0.21215,2146.66,125.0,58,11,0,0,0,0,0,0,PROCEED
clip_0219,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0219.wav,"Then 700,000 people are engaged in coconut cultivation at ground level.",5.0,0.035461,0.028406,139.47,8.61,0.204935,1993.23,104.17,71,11,0,0,0,0,0,0,PROCEED
clip_0220,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0220.wav,1 million people get thrown by the regional plantation companies. So when you look at that...,5.0,0.03548,0.024065,165.07,41.07,0.189938,1918.14,104.17,93,16,0,0,0,0,0,0,PROCEED
clip_0221,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0221.wav,"the people, rural folk based, are dependent on the industry for their sustenance.",5.0,0.026154,0.018082,137.2,7.46,0.19692,2002.06,110.29,81,13,0,0,0,0,0,0,PROCEED
clip_0222,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0222.wav,"and livelihood. Now when you look at PADI, I think just to give you an illustration.",5.0,0.024686,0.017539,142.53,14.99,0.180773,1934.51,98.68,84,16,1,0,0,0,0,0,PROCEED
clip_0223,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0223.wav,"of the paddy sector, you can see small patches of paddy land right through the country.",5.0,0.033771,0.02576,151.9,20.99,0.189494,1925.49,110.29,87,16,0,0,0,0,0,0,PROCEED
clip_0224,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0224.wav,They are concentrated in the western Sabargamu and the central part of the country.,5.0,0.027887,0.019765,150.16,8.71,0.164619,1850.54,144.23,83,14,0,0,0,0,0,0,PROCEED
clip_0225,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0225.wav,Cultivated food crops in all are totally surpassed to,5.0,0.028854,0.025617,178.47,32.49,0.189267,1957.29,170.45,53,9,0,0,0,0,0,0,PROCEED
