month,region,spice,temp_c,rainfall_mm,humidity_pct,monsoon_sw_flag,monsoon_ne_flag,qty_sold_kg_4w_ma,market_price_LKR_4w_ma,rainfall_mm_4w_ma,temp_c_4w_ma
8,0,1,24.78,84.3,71.3,1.0,0.0,1656.8,2141.255,75.9,25.8425
8,0,1,24.78,61.5,63.4,1.0,0.0,1650.725,2131.4925,73.55,25.48
8,0,1,24.97,74.6,70.5,1.0,0.0,1644.475,2113.9525,72.85,25.1025
8,0,1,25.27,81.8,72.3,1.0,0.0,1643.25,2100.1375,75.55,24.95
9,0,1,24.66,78.8,70.4,1.0,0.0,1659.75,2070.8275,74.175,24.92
9,0,1,24.54,91.0,70.6,1.0,0.0,1710.2,2063.4725,81.55,24.86
9,0,1,25.18,79.8,72.0,1.0,0.0,1688.7,2052.785,82.85,24.9125
9,0,1,25.23,84.3,69.8,1.0,0.0,1679.45,2031.7225,83.475,24.9025
10,0,1,24.87,39.8,57.8,0.0,0.0,1664.5,2031.3825,73.725,24.955
10,0,1,25.63,44.5,60.6,0.0,0.0,1666.55,2037.82,62.1,25.2275
10,0,1,26.09,31.7,62.3,0.0,0.0,1661.525,2056.5675,50.075,25.455
10,0,1,25.78,39.8,63.4,0.0,0.0,1678.45,2106.51,38.95,25.5925
11,0,1,25.76,37.6,64.9,0.0,0.0,1713.075,2172.7625,38.4,25.815
11,0,1,26.92,56.8,72.1,0.0,0.0,1743.15,2254.705,41.475,26.1375
11,0,1,26.89,45.0,63.6,0.0,0.0,1792.8,2314.52,44.8,26.3375
11,0,1,26.69,37.6,71.8,0.0,0.0,1801.5,2330.4375,44.25,26.565
11,0,1,27.82,43.4,65.9,0.0,0.0,1811.35,2322.3925,45.7,27.08
12,0,1,27.69,50.0,68.9,0.0,0.2,1780.025,2287.5325,44.0,27.2725
12,0,1,27.43,41.1,68.1,0.0,0.2,1767.825,2258.4275,43.025,27.4075
12,0,1,27.8,57.9,63.0,0.0,0.2,1751.225,2244.0,48.1,27.685
12,0,1,29.17,50.9,69.5,0.0,0.2,1792.625,2266.45,49.975,28.0225
1,0,1,29.67,41.8,69.0,0.0,0.2,1751.05,2291.1375,47.925,28.5175
1,0,1,30.0,54.4,70.9,0.0,0.2,1740.925,2315.89,51.25,29.16
1,0,1,29.98,62.9,71.3,0.0,0.2,1688.3,2335.18,52.5,29.705
1,0,1,29.29,57.6,67.3,0.0,0.2,1559.075,2316.3,54.175,29.735
2,0,1,29.45,59.8,66.1,0.0,0.2,1548.525,2301.555,58.675,29.68
2,0,1,30.09,48.3,66.4,0.0,0.2,1578.1,2299.4625,57.15,29.7025
2,0,1,30.19,44.4,68.3,0.0,0.2,1634.55,2297.0975,52.525,29.755
2,0,1,31.7,62.9,74.5,0.0,0.2,1664.85,2304.27,53.85,30.3575
3,0,1,31.38,53.2,63.2,0.0,0.0,1683.525,2301.8225,52.2,30.84
3,0,1,31.49,42.4,66.4,0.0,0.0,1659.25,2302.17,50.725,31.19
3,0,1,31.3,34.2,61.6,0.0,0.0,1637.7,2300.175,48.175,31.4675
3,0,1,32.63,31.8,74.3,0.0,0.0,1690.825,2312.6675,40.4,31.7
3,0,1,31.3,46.6,70.0,0.0,0.0,1708.275,2352.125,38.75,31.68
4,0,1,30.93,33.2,63.7,0.0,0.0,1712.925,2400.9475,36.45,31.54
4,0,1,31.18,53.3,69.2,0.0,0.0,1717.05,2469.5875,41.225,31.51
4,0,1,30.4,23.6,59.9,0.0,0.0,1675.75,2516.3925,39.175,30.9525
4,0,1,31.3,37.2,63.9,0.0,0.0,1617.45,2520.645,36.825,30.9525
5,0,1,31.0,82.5,70.5,1.0,0.0,1602.825,2488.345,49.15,30.97
5,0,1,29.3,85.5,73.8,1.0,0.0,1615.175,2449.15,57.2,30.5
5,0,1,28.52,101.2,76.0,1.0,0.0,1640.425,2396.6125,76.6,30.03
5,0,1,28.9,86.2,80.2,1.0,0.0,1706.275,2355.12,88.85,29.43
5,0,1,29.28,77.0,71.8,1.0,0.0,1722.075,2325.245,87.475,29.0
6,0,1,27.96,84.6,69.9,1.0,0.0,1719.75,2282.075,87.25,28.665
6,0,1,27.9,81.0,80.1,1.0,0.0,1687.475,2234.7075,82.2,28.51
6,0,1,27.41,94.9,77.4,1.0,0.0,1644.85,2200.375,84.375,28.1375
6,0,1,27.05,83.1,72.7,1.0,0.0,1649.25,2179.845,85.9,27.58
7,0,1,27.12,84.3,75.0,1.0,0.0,1631.25,2164.4575,85.825,27.37
7,0,1,26.99,95.0,68.6,1.0,0.0,1649.4,2154.5675,89.325,27.1425
7,0,1,26.43,87.5,72.6,1.0,0.0,1667.175,2150.92,87.475,26.8975
7,0,1,25.79,81.4,72.9,1.0,0.0,1653.45,2139.3525,87.05,26.5825
8,0,1,25.52,81.4,71.4,1.0,0.0,1650.175,2126.1775,86.325,26.1825
8,0,1,24.97,74.5,66.3,1.0,0.0,1650.625,2112.825,81.2,25.6775
8,0,1,25.28,82.6,68.1,1.0,0.0,1630.925,2100.5975,79.975,25.39
8,0,1,25.61,76.5,59.9,1.0,0.0,1591.15,2090.395,78.75,25.345
8,0,1,25.38,85.2,68.4,1.0,0.0,1625.9,2076.43,79.7,25.31
9,0,1,25.25,81.5,68.6,1.0,0.0,1598.625,2078.2025,81.45,25.38
9,0,1,24.88,87.4,69.3,1.0,0.0,1620.175,2087.14,82.65,25.28
9,0,1,25.1,94.7,75.0,1.0,0.0,1656.5,2099.0875,87.2,25.1525
9,0,1,25.46,83.3,73.0,1.0,0.0,1617.3,2110.2925,86.725,25.1725
10,0,1,24.96,31.0,59.1,0.0,0.0,1657.075,2128.8825,74.1,25.1
10,0,1,25.63,22.4,62.6,0.0,0.0,1737.025,2132.3475,57.85,25.2875
10,0,1,25.79,42.0,64.7,0.0,0.0,1739.725,2142.8575,44.675,25.46
10,0,1,26.07,36.5,63.7,0.0,0.0,1862.85,2179.7975,32.975,25.6125
11,0,1,25.02,62.7,67.7,0.0,0.0,1831.55,2231.9275,40.9,25.6275
11,0,1,26.47,42.0,67.5,0.0,0.0,1772.475,2289.655,45.8,25.8375
11,0,1,27.24,27.9,62.7,0.0,0.0,1782.55,2311.8375,42.275,26.2
11,0,1,26.33,55.3,66.1,0.0,0.0,1689.875,2306.88,46.975,26.265
11,0,1,27.14,55.1,69.2,0.0,0.0,1702.675,2273.3,45.075,26.795
12,0,1,27.18,54.1,65.2,0.0,0.2,1730.025,2245.2025,48.1,26.9725
12,0,1,27.65,50.3,66.8,0.0,0.2,1754.375,2242.585,53.7,27.075
12,0,1,28.92,47.5,68.7,0.0,0.2,1812.275,2247.1,51.75,27.7225
12,0,1,29.04,47.5,64.6,0.0,0.2,1826.5,2284.46,49.85,28.1975
1,0,1,29.21,37.7,64.2,0.0,0.2,1822.825,2304.5875,45.75,28.705
1,0,1,29.0,43.2,60.6,0.0,0.2,1774.05,2325.6175,43.975,29.0425
1,0,1,30.18,53.6,70.7,0.0,0.2,1696.625,2352.5425,45.5,29.3575
1,0,1,30.1,51.5,69.1,0.0,0.2,1647.7,2342.6375,46.5,29.6225
1,0,1,30.91,51.5,70.5,0.0,0.2,1575.65,2341.7475,49.95,30.0475
2,0,1,29.84,41.6,66.4,0.0,0.2,1561.625,2343.92,49.55,30.2575
2,0,1,30.3,47.3,72.2,0.0,0.2,1603.525,2327.2075,47.975,30.2875
2,0,1,30.83,60.4,64.1,0.0,0.2,1620.975,2321.5825,50.2,30.47
2,0,1,31.84,58.9,70.1,0.0,0.2,1619.525,2313.9375,52.05,30.7025
3,0,1,31.07,32.4,65.7,0.0,0.0,1665.225,2305.7375,49.75,31.01
3,0,1,31.35,35.1,64.1,0.0,0.0,1628.875,2300.2925,46.7,31.2725
3,0,1,31.49,47.9,67.2,0.0,0.0,1664.55,2317.175,43.575,31.4375
3,0,1,31.65,42.0,62.3,0.0,0.0,1755.35,2337.5525,39.35,31.39
4,0,1,30.67,47.8,68.4,0.0,0.0,1733.45,2361.2825,43.2,31.29
4,0,1,30.05,41.1,62.3,0.0,0.0,1814.025,2408.965,44.7,30.965
4,0,1,30.21,37.9,65.8,0.0,0.0,1826.475,2443.085,42.2,30.645
4,0,1,30.57,29.0,63.1,0.0,0.0,1787.3,2451.675,38.95,30.375
5,0,1,30.11,81.9,74.3,1.0,0.0,1795.95,2435.73,47.475,30.235
5,0,1,30.73,97.8,78.0,1.0,0.0,1750.075,2413.5875,61.65,30.405
5,0,1,29.37,89.0,73.7,1.0,0.0,1740.5,2407.39,74.425,30.195
5,0,1,29.37,77.1,73.1,1.0,0.0,1713.775,2395.915,86.45,29.895
5,0,1,27.88,92.1,69.8,1.0,0.0,1714.325,2388.34,89.0,29.3375
6,0,1,28.16,74.9,75.0,1.0,0.0,1660.875,2365.28,83.275,28.695
6,0,1,28.92,91.4,76.8,1.0,0.0,1636.225,2318.8925,83.875,28.5825
6,0,1,27.55,81.2,67.3,1.0,0.0,1615.525,2291.93,84.9,28.1275
6,0,1,27.08,69.2,71.9,1.0,0.0,1562.225,2264.5975,79.175,27.9275
7,0,1,27.07,69.8,66.5,1.0,0.0,1544.6,2242.585,77.9,27.655
7,0,1,27.37,94.2,73.9,1.0,0.0,1554.475,2212.5175,78.6,27.2675
7,0,1,26.26,90.5,71.2,1.0,0.0,1561.975,2179.9925,80.925,26.945
7,0,1,25.23,85.1,75.7,1.0,0.0,1589.775,2158.4325,84.9,26.4825
8,0,1,26.61,70.1,69.9,1.0,0.0,1630.95,2135.0975,84.975,26.3675
8,0,1,25.19,79.6,67.7,1.0,0.0,1589.3,2112.2175,81.325,25.8225
8,0,1,25.17,76.2,67.6,1.0,0.0,1556.9,2101.0625,77.75,25.55
8,0,1,25.73,81.2,79.1,1.0,0.0,1545.625,2097.8375,76.775,25.675
8,0,1,25.07,69.3,68.1,1.0,0.0,1547.625,2094.09,76.575,25.29
9,0,1,24.58,60.2,66.0,1.0,0.0,1555.05,2086.5825,71.725,25.1375
9,0,1,24.73,79.6,62.7,1.0,0.0,1638.775,2082.0375,72.575,25.0275
9,0,1,24.69,85.6,72.0,1.0,0.0,1683.1,2075.59,73.675,24.7675
9,0,1,25.04,71.2,69.0,1.0,0.0,1705.575,2077.8475,74.15,24.76
10,0,1,24.98,34.6,63.9,0.0,0.0,1760.35,2078.94,67.75,24.86
10,0,1,25.45,35.7,64.7,0.0,0.0,1724.85,2076.0675,56.775,25.04
10,0,1,25.54,32.2,61.7,0.0,0.0,1720.05,2067.96,43.425,25.2525
10,0,1,25.99,38.4,63.0,0.0,0.0,1715.65,2079.42,35.225,25.49
10,0,1,26.35,34.1,60.5,0.0,0.0,1768.475,2115.405,35.1,25.8325
11,0,1,26.01,48.7,63.8,0.0,0.0,1761.85,2173.9975,38.35,25.9725
11,0,1,26.05,32.7,57.9,0.0,0.0,1830.6,2220.4525,38.475,26.1
11,0,1,26.48,53.0,63.6,0.0,0.0,1834.8,2245.8075,42.125,26.2225
11,0,1,27.54,54.8,64.9,0.0,0.0,1767.55,2250.8875,47.3,26.52
12,0,1,27.4,60.6,71.0,0.0,0.2,1848.45,2225.7175,50.275,26.8675
12,0,1,28.36,44.0,61.5,0.0,0.2,1830.15,2213.6525,53.1,27.445
12,0,1,28.15,44.6,69.0,0.0,0.2,1794.55,2208.305,51.0,27.8625
12,0,1,28.98,55.4,68.3,0.0,0.2,1816.15,2234.8675,51.15,28.2225
1,0,1,29.3,49.9,67.0,0.0,0.2,1772.775,2254.6875,48.475,28.6975
1,0,1,29.44,44.9,69.3,0.0,0.2,1702.925,2283.19,48.7,28.9675
1,0,1,29.57,50.7,64.0,0.0,0.2,1693.625,2294.7925,50.225,29.3225
1,0,1,30.3,53.2,70.3,0.0,0.2,1659.85,2287.29,49.675,29.6525
1,0,1,30.44,71.2,77.3,0.0,0.2,1637.15,2294.31,55.0,29.9375
2,0,1,31.1,46.7,69.2,0.0,0.2,1609.675,2289.4375,55.45,30.3525
2,0,1,31.69,53.1,74.5,0.0,0.2,1574.325,2294.9725,56.05,30.8825
2,0,1,31.4,57.4,70.4,0.0,0.2,1541.55,2294.2325,57.1,31.1575
2,0,1,31.06,50.1,65.8,0.0,0.2,1550.5,2295.4025,51.825,31.3125
3,0,1,31.83,14.0,73.5,0.0,0.0,1580.4,2308.7075,43.65,31.495
3,0,1,31.44,43.0,63.4,0.0,0.0,1603.6,2330.455,41.125,31.4325
3,0,1,31.22,41.1,65.4,0.0,0.0,1658.675,2379.345,37.05,31.3875
3,0,1,31.24,39.2,76.2,0.0,0.0,1673.1,2430.84,34.325,31.4325
4,0,1,31.0,41.5,69.8,0.0,0.0,1686.5,2493.4475,41.2,31.225
4,0,1,30.56,51.5,70.8,0.0,0.0,1703.8,2548.21,43.325,31.005
4,0,1,30.99,43.5,67.6,0.0,0.0,1725.175,2572.82,43.925,30.9475
4,0,1,30.55,46.3,67.5,0.0,0.0,1698.85,2558.69,45.7,30.775
5,0,1,30.12,78.9,72.9,1.0,0.0,1679.35,2521.19,55.05,30.555
5,0,1,29.54,88.3,65.5,1.0,0.0,1696.475,2475.065,64.25,30.3
5,0,1,30.4,62.8,68.7,1.0,0.0,1690.65,2427.4375,69.075,30.1525
5,0,1,28.72,79.8,68.5,1.0,0.0,1662.35,2399.9025,77.45,29.695
5,0,1,28.49,77.2,75.5,1.0,0.0,1679.925,2369.87,77.025,29.2875
6,0,1,28.51,80.0,68.1,1.0,0.0,1679.525,2332.2225,74.95,29.03
6,0,1,27.96,89.9,74.7,1.0,0.0,1617.0,2301.4375,81.725,28.42
6,0,1,27.9,77.9,68.7,1.0,0.0,1627.05,2276.2725,81.25,28.215
6,0,1,27.41,86.9,71.8,1.0,0.0,1652.0,2245.3275,83.675,27.945
7,0,1,27.26,88.6,73.9,1.0,0.0,1610.0,2229.3125,85.825,27.6325
7,0,1,25.93,74.2,71.5,1.0,0.0,1637.25,2205.895,81.9,27.125
7,0,1,25.53,92.7,68.4,1.0,0.0,1631.15,2178.3175,85.6,26.5325
7,0,1,26.24,75.9,69.8,1.0,0.0,1604.65,2149.1975,82.85,26.24
7,0,1,26.96,84.6,71.6,1.0,0.0,1623.325,2115.4825,81.85,26.165
8,0,1,25.59,80.2,61.5,1.0,0.0,1627.25,2087.045,83.35,26.08
8,0,1,25.56,81.9,71.4,1.0,0.0,1634.6,2064.41,80.65,26.0875
8,0,1,25.27,77.6,72.5,1.0,0.0,1666.875,2053.4875,81.075,25.845
8,0,1,24.89,80.4,67.4,1.0,0.0,1684.7,2049.87,80.025,25.3275
9,0,1,24.32,82.0,64.0,1.0,0.0,1700.45,2047.2025,80.475,25.01
9,0,1,24.28,87.3,72.1,1.0,0.0,1685.525,2053.6225,81.825,24.69
9,0,1,24.55,82.7,72.6,1.0,0.0,1663.475,2061.13,83.1,24.51
9,0,1,25.81,84.4,62.3,1.0,0.0,1619.375,2069.555,84.1,24.74
10,0,1,25.42,58.1,63.4,0.0,0.0,1602.125,2085.17,78.125,25.015
10,0,1,25.71,61.7,71.5,0.0,0.0,1727.025,2089.1325,71.725,25.3725
10,0,1,24.35,42.5,64.0,0.0,0.0,1727.8,2094.1925,61.675,25.3225
10,0,1,25.4,44.8,61.4,0.0,0.0,1849.3,2122.1625,51.775,25.22
10,0,1,25.56,39.5,66.7,0.0,0.0,1911.425,2160.2125,47.125,25.255
11,0,1,25.36,29.0,62.9,0.0,0.0,1880.175,2217.4325,38.95,25.1675
11,0,1,26.0,50.8,66.4,0.0,0.0,1886.475,2260.095,41.025,25.58
11,0,1,26.32,48.4,69.3,0.0,0.0,1813.725,2280.5075,41.925,25.81
11,0,1,28.8,57.1,65.5,0.0,0.0,1763.725,2280.7275,46.325,26.62
12,0,1,27.61,56.1,67.3,0.0,0.2,1726.55,2257.25,53.1,27.1825
12,0,1,27.69,44.9,69.2,0.0,0.2,1708.525,2248.255,51.625,27.605
12,0,1,28.94,45.7,70.9,0.0,0.2,1724.625,2246.5175,50.95,28.26
12,0,1,28.63,45.6,70.0,0.0,0.2,1706.375,2263.53,48.075,28.2175
1,0,1,29.41,46.5,71.3,0.0,0.2,1641.9,2285.6675,45.675,28.6675
1,0,1,29.88,66.9,67.0,0.0,0.2,1608.425,2308.895,51.175,29.215
1,0,1,29.32,58.6,73.9,0.0,0.2,1544.225,2315.96,54.4,29.31
1,0,1,30.11,51.3,68.1,0.0,0.2,1540.325,2298.9225,55.825,29.68
1,0,1,30.22,65.5,69.2,0.0,0.2,1545.875,2299.7725,60.575,29.8825
2,0,1,30.04,43.4,67.0,0.0,0.2,1572.375,2292.6225,54.7,29.9225
2,0,1,31.43,56.5,76.6,0.0,0.2,1614.975,2301.855,54.175,30.45
2,0,1,30.73,42.4,67.5,0.0,0.2,1588.375,2318.9125,51.95,30.605
2,0,1,30.94,60.2,65.2,0.0,0.2,1618.25,2317.1025,50.625,30.785
3,0,1,31.43,46.5,68.8,0.0,0.0,1636.425,2322.915,51.4,31.1325
3,0,1,31.32,46.8,73.3,0.0,0.0,1644.5,2321.0225,48.975,31.105
3,0,1,31.56,49.2,70.7,0.0,0.0,1667.675,2322.2825,50.675,31.3125
3,0,1,31.41,40.5,71.7,0.0,0.0,1658.8,2352.07,45.75,31.43
4,0,1,31.3,41.2,69.0,0.0,0.0,1698.225,2389.7125,44.425,31.3975
4,0,1,31.11,28.6,63.3,0.0,0.0,1697.75,2434.14,39.875,31.345
4,0,1,31.72,37.3,67.4,0.0,0.0,1737.375,2490.9125,36.9,31.385
4,0,1,31.02,45.0,67.9,0.0,0.0,1768.55,2531.51,38.025,31.2875
4,0,1,30.03,26.7,70.9,0.0,0.0,1676.225,2541.95,34.4,30.97
5,0,1,29.66,76.0,76.7,1.0,0.0,1655.5,2521.7475,46.25,30.6075
5,0,1,29.86,78.7,65.7,1.0,0.0,1605.275,2509.655,56.6,30.1425
5,0,1,28.55,70.5,70.0,1.0,0.0,1564.4,2465.4475,62.975,29.525
5,0,1,29.91,80.3,73.4,1.0,0.0,1557.475,2428.5875,76.375,29.495
6,0,1,29.69,79.5,73.5,1.0,0.0,1550.9,2400.675,77.25,29.5025
6,0,1,28.51,74.8,73.9,1.0,0.0,1540.625,2325.9975,76.275,29.165
6,0,1,27.68,79.3,70.8,1.0,0.0,1543.775,2278.29,78.475,28.9475
6,0,1,28.47,84.3,72.7,1.0,0.0,1609.7,2236.84,79.475,28.5875
7,0,1,27.32,73.8,77.1,1.0,0.0,1633.125,2181.21,78.05,27.995
7,0,1,27.25,89.7,73.7,1.0,0.0,1689.95,2144.67,81.775,27.68
7,0,1,26.01,79.7,67.4,1.0,0.0,1706.325,2118.0475,81.875,27.2625
7,0,1,26.18,72.2,72.7,1.0,0.0,1675.2,2094.345,78.85,26.69
7,0,1,25.16,69.6,64.6,1.0,0.0,1677.225,2081.8725,77.8,26.15
8,0,1,25.53,70.7,73.7,1.0,0.0,1629.75,2073.1125,73.05,25.72
8,0,1,25.69,84.2,68.5,1.0,0.0,1644.5,2055.8,74.175,25.64
8,0,1,24.95,84.1,68.6,1.0,0.0,1724.95,2033.7475,77.15,25.3325
8,0,1,24.93,87.2,64.5,1.0,0.0,1741.4,2020.9325,81.55,25.275
9,0,1,25.48,74.3,64.9,1.0,0.0,1755.1,2009.055,82.45,25.2625
9,0,1,25.3,100.6,77.4,1.0,0.0,1728.225,1995.645,86.55,25.165
9,0,1,25.57,76.4,66.0,1.0,0.0,1672.375,2004.6325,84.625,25.32
9,0,1,23.82,89.7,70.6,1.0,0.0,1641.0,2023.49,85.25,25.0425
9,0,1,24.98,85.4,74.3,1.0,0.0,1670.9,2034.54,88.025,24.9175
10,0,1,25.05,53.4,70.4,0.0,0.0,1769.475,2048.68,76.225,24.855
10,0,1,25.85,43.9,70.0,0.0,0.0,1805.25,2048.0575,68.1,24.925
10,0,1,26.14,26.3,58.8,0.0,0.0,1816.425,2055.2175,52.25,25.505
10,0,1,25.31,43.4,62.1,0.0,0.0,1857.425,2092.8525,41.75,25.5875
11,0,1,25.82,43.1,64.3,0.0,0.0,1830.2,2142.76,39.175,25.78
11,0,1,26.18,48.6,64.3,0.0,0.0,1830.175,2202.47,40.35,25.8625
11,0,1,26.44,37.9,60.9,0.0,0.0,1844.3,2239.7575,43.25,25.9375
11,0,1,26.9,22.3,60.9,0.0,0.0,1807.5,2250.4775,37.975,26.335
12,0,1,28.7,36.6,69.0,0.0,0.2,1798.85,2242.06,36.35,27.055
12,0,1,27.73,46.1,66.5,0.0,0.2,1791.575,2224.715,35.725,27.4425
12,0,1,28.61,51.4,66.3,0.0,0.2,1774.25,2225.0425,39.1,27.985
12,0,1,28.33,27.9,69.4,0.0,0.2,1769.75,2211.7875,40.5,28.3425
12,0,1,30.03,47.7,64.8,0.0,0.2,1709.375,2220.9275,43.275,28.675
1,0,1,29.63,39.3,67.0,0.0,0.2,1641.625,2247.14,41.575,29.15
1,0,1,30.2,48.4,68.1,0.0,0.2,1623.4,2265.965,40.825,29.5475
1,0,1,29.92,59.2,68.9,0.0,0.2,1606.55,2303.295,48.65,29.945
1,0,1,30.02,53.9,67.8,0.0,0.2,1618.3,2318.2825,50.2,29.9425
2,0,1,30.65,42.5,65.9,0.0,0.2,1663.275,2316.0425,51.0,30.1975
2,0,1,29.26,43.1,68.8,0.0,0.2,1673.775,2307.545,49.675,29.9625
2,0,1,30.8,41.0,67.3,0.0,0.2,1636.05,2296.5325,45.125,30.1825
2,0,1,31.87,49.3,73.8,0.0,0.2,1644.325,2296.1225,43.975,30.645
3,0,1,31.48,32.1,65.7,0.0,0.0,1625.0,2305.7025,41.375,30.8525
3,0,1,30.87,36.6,66.2,0.0,0.0,1639.525,2320.77,39.75,31.255
3,0,1,31.53,53.4,67.5,0.0,0.0,1688.675,2328.9225,42.85,31.4375
3,0,1,30.86,34.2,65.6,0.0,0.0,1702.725,2348.6925,39.075,31.185
3,0,1,30.69,37.7,70.3,0.0,0.0,1741.7,2373.665,40.475,30.9875
4,0,1,31.78,41.0,71.8,0.0,0.0,1747.875,2406.035,41.575,31.215
4,0,1,30.86,44.7,68.6,0.0,0.0,1763.425,2454.1175,39.4,31.0475
4,0,1,31.07,31.6,62.9,0.0,0.0,1789.75,2481.7125,38.75,31.1
4,0,1,30.15,44.8,66.7,0.0,0.0,1769.775,2474.7325,40.525,30.965
5,0,1,31.01,74.3,73.3,1.0,0.0,1731.975,2444.0725,48.85,30.7725
5,0,1,30.48,87.8,72.1,1.0,0.0,1734.0,2412.28,59.625,30.6775
5,0,1,30.01,78.4,70.0,1.0,0.0,1669.575,2369.475,71.325,30.4125
5,0,1,29.38,82.6,69.4,1.0,0.0,1628.575,2343.755,80.775,30.22
6,0,1,28.48,69.3,68.6,1.0,0.0,1679.325,2322.1125,79.525,29.5875
6,0,1,28.62,96.1,70.9,1.0,0.0,1623.8,2279.5325,81.6,29.1225
6,0,1,28.1,76.0,78.0,1.0,0.0,1684.125,2248.56,81.0,28.645
6,0,1,27.07,68.2,67.1,1.0,0.0,1716.425,2224.275,77.4,28.0675
6,0,1,26.74,81.9,74.6,1.0,0.0,1701.25,2211.8025,80.55,27.6325
7,0,1,26.86,86.6,66.1,1.0,0.0,1673.375,2205.4875,78.175,27.1925
7,0,1,26.69,67.9,66.2,1.0,0.0,1602.4,2187.9025,76.15,26.84
7,0,1,26.26,84.7,68.8,1.0,0.0,1587.225,2172.9725,80.275,26.6375
7,0,1,26.22,86.9,70.6,1.0,0.0,1539.7,2152.5925,81.525,26.5075
8,0,1,24.95,81.6,69.1,1.0,0.0,1557.9,2126.9175,80.275,26.03
8,0,1,25.42,86.0,71.1,1.0,0.0,1584.875,2104.3325,84.8,25.7125
8,0,1,25.11,81.7,67.1,1.0,0.0,1628.175,2083.2825,84.05,25.425
8,0,1,26.1,82.6,70.8,1.0,0.0,1706.975,2066.58,82.975,25.395
9,0,1,24.63,92.2,71.6,1.0,0.0,1735.55,2062.6575,85.625,25.315
9,0,1,24.06,92.9,71.2,1.0,0.0,1762.65,2074.485,87.35,24.975
9,0,1,25.2,74.5,73.5,1.0,0.0,1710.65,2081.48,85.55,24.9975
9,0,1,25.16,79.7,66.9,1.0,0.0,1647.125,2089.4525,84.825,24.7625
9,0,1,25.67,79.8,70.8,1.0,0.0,1668.65,2082.34,81.725,25.0225
10,0,1,26.22,42.6,66.6,0.0,0.0,1623.625,2073.525,69.15,25.5625
10,0,1,25.71,29.1,59.0,0.0,0.0,1687.225,2073.5775,57.8,25.69
10,0,1,25.84,44.6,67.1,0.0,0.0,1690.175,2077.82,49.025,25.86
10,0,1,25.99,50.1,63.5,0.0,0.0,1724.45,2125.03,41.6,25.94
1,1,1,27.21,66.8,68.1,0.0,0.4,1592.5,2196.71,66.8,27.21
1,1,1,27.83,69.0,72.6,0.0,0.4,1552.45,2204.515,67.9,27.52
1,1,1,28.68,65.8,71.2,0.0,0.4,1596.2,2217.246667,67.2,27.90666667
1,1,1,28.75,54.4,65.3,0.0,0.4,1511.65,2225.8125,64.0,28.1175
1,1,1,29.16,58.7,77.9,0.0,0.4,1514.625,2238.0475,61.975,28.605
2,1,1,28.62,43.1,63.7,0.0,0.4,1498.725,2257.6025,55.5,28.8025
2,1,1,29.3,56.6,63.2,0.0,0.4,1431.8,2276.2125,53.2,28.9575
2,1,1,29.94,59.8,65.8,0.0,0.4,1460.625,2298.0125,54.55,29.255
2,1,1,29.7,44.4,67.8,0.0,0.4,1427.95,2325.69,50.975,29.39
3,1,1,30.78,57.5,72.4,0.0,0.0,1413.525,2343.8625,54.575,29.93
3,1,1,29.83,42.3,67.7,0.0,0.0,1388.425,2345.4625,51.0,30.0625
3,1,1,29.49,48.4,68.9,0.0,0.0,1391.15,2345.3825,48.15,29.95
3,1,1,29.55,52.9,67.6,0.0,0.0,1410.9,2350.11,50.275,29.9125
4,1,1,29.64,40.5,70.4,0.0,0.0,1477.3,2359.275,46.025,29.6275
4,1,1,29.74,32.6,66.1,0.0,0.0,1532.675,2392.5175,43.6,29.605
4,1,1,29.32,52.5,64.4,0.0,0.0,1577.775,2419.0525,44.625,29.5625
4,1,1,29.19,27.9,64.8,0.0,0.0,1574.1,2447.9475,38.375,29.4725
4,1,1,28.57,40.5,65.0,0.0,0.0,1544.075,2463.9325,38.375,29.205
5,1,1,29.86,48.2,72.2,0.5,0.0,1512.5,2446.23,42.275,29.235
5,1,1,27.49,68.0,70.5,0.5,0.0,1482.1,2446.4025,46.15,28.7775
5,1,1,28.03,65.4,72.2,0.5,0.0,1498.075,2427.3175,55.525,28.4875
5,1,1,27.28,58.0,60.5,0.5,0.0,1461.1,2393.57,59.9,28.165
6,1,1,27.26,70.2,73.4,0.5,0.0,1484.825,2369.23,65.4,27.515
6,1,1,27.66,52.1,66.8,0.5,0.0,1520.675,2322.13,61.425,27.5575
6,1,1,27.52,56.9,70.5,0.5,0.0,1493.825,2282.085,59.3,27.43
6,1,1,25.84,60.8,69.4,0.5,0.0,1528.5,2242.1225,60.0,27.07
7,1,1,26.57,62.7,70.1,0.5,0.0,1521.025,2213.1875,58.125,26.8975
7,1,1,25.34,54.6,58.2,0.5,0.0,1489.825,2181.1925,58.75,26.3175
7,1,1,25.78,56.1,61.7,0.5,0.0,1472.925,2153.545,58.55,25.8825
7,1,1,25.22,54.3,68.5,0.5,0.0,1502.725,2135.0875,56.925,25.7275
7,1,1,24.74,61.7,66.3,0.5,0.0,1518.725,2124.0375,56.675,25.27
8,1,1,24.61,62.3,64.4,0.5,0.0,1512.55,2119.9975,58.6,25.0875
8,1,1,24.39,55.1,76.2,0.5,0.0,1515.175,2112.7975,58.35,24.74
8,1,1,24.43,61.6,66.6,0.5,0.0,1490.3,2123.0775,60.175,24.5425
8,1,1,24.34,45.0,62.0,0.5,0.0,1470.0,2128.5775,56.0,24.4425
