date,month,region,spice,market_price_LKR,qty_sold_kg,temp_c,rainfall_mm,humidity_pct,monsoon_sw_flag,monsoon_ne_flag,qty_sold_kg_4w_ma,market_price_LKR_4w_ma,rainfall_mm_4w_ma,temp_c_4w_ma
2018-01-29,1,Kegalle,Cinnamon,2331.88,1502.2,30.41,54.2,68,0,0.3,1373.85,2266.3425,64.55,29.535
2018-02-05,2,Kegalle,Cinnamon,2309.3,1429.1,30.51,45.6,56,0,0.3,1399.2,2297.36,58.525,30.075
2018-02-12,2,Kegalle,Cinnamon,2302.93,1383,30.19,55.3,65.5,0,0.3,1406.975,2307.8,54.525,30.2575
2018-02-19,2,Kegalle,Cinnamon,2325.88,1328.2,30.42,56.4,68.8,0,0.3,1410.625,2317.4975,52.875,30.3825
2018-02-26,2,Kegalle,Cinnamon,2311.71,1101.6,30.92,53.1,63,0,0.3,1310.475,2312.455,52.6,30.51
2018-03-05,3,Kegalle,Cinnamon,2293.98,1437.6,30.63,42.9,70.8,0,0,1312.6,2308.625,51.925,30.54
2018-03-12,3,Kegalle,Cinnamon,2305.72,1294.5,31.38,36.3,62.5,0,0,1290.475,2309.3225,47.175,30.8375
2018-03-19,3,Kegalle,Cinnamon,2300.85,1404.6,29.89,36.3,71.8,0,0,1309.575,2303.065,42.15,30.705
2018-03-26,3,Kegalle,Cinnamon,2411.33,1387,30.89,48.3,75.6,0,0,1380.925,2327.97,40.95,30.6975
2018-04-02,4,Kegalle,Cinnamon,2439.36,1390,31.19,29.4,72.1,0,0,1369.025,2364.315,37.575,30.8375
2018-04-09,4,Kegalle,Cinnamon,2454.37,1479.4,30.86,19.2,62.7,0,0,1415.25,2401.4775,33.3,30.7075
2018-04-16,4,Kegalle,Cinnamon,2494.58,1367.2,29.99,32,72.2,0,0,1405.9,2449.91,32.225,30.7325
2018-04-23,4,Kegalle,Cinnamon,2540.56,1554.8,30.2,37.3,68.2,0,0,1447.85,2482.2175,29.475,30.56
2018-04-30,4,Kegalle,Cinnamon,2438.62,1426.3,29.37,31.4,64.5,0,0,1456.925,2482.0325,29.975,30.105
2018-05-07,5,Kegalle,Cinnamon,2357.22,1262,29.05,62.7,69,0.8,0,1402.575,2457.745,40.85,29.6525
2018-05-14,5,Kegalle,Cinnamon,2418.61,1315.3,29.32,69.6,74.8,0.8,0,1389.6,2438.7525,50.25,29.485
2018-05-21,5,Kegalle,Cinnamon,2359.98,1378.9,29.54,81,71.4,0.8,0,1345.625,2393.6075,61.175,29.32
2018-05-28,5,Kegalle,Cinnamon,2295.5,1545.2,28.88,64.8,69.1,0.8,0,1375.35,2357.8275,69.525,29.1975
2018-06-04,6,Kegalle,Cinnamon,2256.39,1407.3,28.27,68,66.4,0.8,0,1411.675,2332.62,70.85,29.0025
2018-06-11,6,Kegalle,Cinnamon,2249.5,1340.8,27.19,60.5,58.4,0.8,0,1418.05,2290.3425,68.575,28.47
2018-06-18,6,Kegalle,Cinnamon,2210.09,1258.5,27.19,59.2,65.9,0.8,0,1387.95,2252.87,63.125,27.8825
2018-06-25,6,Kegalle,Cinnamon,2227.56,1534.6,27.14,67.9,68.5,0.8,0,1385.3,2235.885,63.9,27.4475
2018-07-02,7,Kegalle,Cinnamon,2201.29,1363.1,25.67,80.6,68.6,0.8,0,1374.25,2222.11,67.05,26.7975
2018-07-09,7,Kegalle,Cinnamon,2149.15,1475.3,26.56,69.5,64.7,0.8,0,1407.875,2197.0225,69.3,26.64
2018-07-16,7,Kegalle,Cinnamon,2147.68,1280.7,26.87,74.3,65.7,0.8,0,1413.425,2181.42,73.075,26.56
2018-07-23,7,Kegalle,Cinnamon,2174.12,1288.8,26.65,58.4,63.3,0.8,0,1351.975,2168.06,70.7,26.4375
2018-07-30,7,Kegalle,Cinnamon,2130.03,1406.9,25.63,64,71.6,0.8,0,1362.925,2150.245,66.55,26.4275
2018-08-06,8,Kegalle,Cinnamon,2095.85,1321.9,25.13,63.1,71.3,0.8,0,1324.575,2136.92,64.95,26.07
2018-08-13,8,Kegalle,Cinnamon,2047.16,1437.6,24.81,71.5,67,0.8,0,1363.8,2111.79,64.25,25.555
2018-08-20,8,Kegalle,Cinnamon,2088.99,1285.3,24.47,52.1,64.5,0.8,0,1362.925,2090.5075,62.675,25.01
2018-08-27,8,Kegalle,Cinnamon,2060.04,1382.5,24.61,62.6,70.2,0.8,0,1356.825,2073.01,62.325,24.755
2018-09-03,9,Kegalle,Cinnamon,2052.82,1403.8,25.25,54.9,71.7,0.8,0,1377.3,2062.2525,60.275,24.785
2018-09-10,9,Kegalle,Cinnamon,2073.34,1504.2,23.64,70.3,72.6,0.8,0,1393.95,2068.7975,59.975,24.4925
2018-09-17,9,Kegalle,Cinnamon,2086.58,1357.7,25.53,72.1,67.8,0.8,0,1412.05,2068.195,64.975,24.7575
2018-09-24,9,Kegalle,Cinnamon,2104.08,1266.7,25.27,74.9,71.9,0.8,0,1383.1,2079.205,68.05,24.9225
2018-10-01,10,Kegalle,Cinnamon,2165.83,1490.6,25.09,38.6,69.8,0,0,1404.8,2107.4575,63.975,24.8825
2018-10-08,10,Kegalle,Cinnamon,2176.16,1237.7,24.88,31.9,56.8,0,0,1338.175,2133.1625,54.375,25.1925
2018-10-15,10,Kegalle,Cinnamon,2161.86,1557.7,25.41,35.4,65.2,0,0,1388.175,2151.9825,45.2,25.1625
2018-10-22,10,Kegalle,Cinnamon,2147.8,1536.9,25.19,42.7,70.5,0,0,1455.725,2162.9125,37.15,25.1425
2018-10-29,10,Kegalle,Cinnamon,2278.04,1484,26.02,47.1,61.9,0,0,1454.075,2190.965,39.275,25.375
2018-11-05,11,Kegalle,Cinnamon,2298.51,1462.3,25.18,43.2,65.5,0,0,1510.225,2221.5525,42.1,25.45
2018-11-12,11,Kegalle,Cinnamon,2375.48,1538.6,26.58,57.5,68.9,0,0,1505.45,2274.9575,47.625,25.7425
2018-11-19,11,Kegalle,Cinnamon,2337.93,1443.4,26.82,42.6,70,0,0,1482.075,2322.49,47.6,26.15
2018-11-26,11,Kegalle,Cinnamon,2289.18,1517.5,27.05,34.9,71.7,0,0,1490.45,2325.275,44.55,26.4075
2018-12-03,12,Kegalle,Cinnamon,2248.6,1313.5,26.99,63.2,75.3,0,0.3,1453.25,2312.7975,49.55,26.86
2018-12-10,12,Kegalle,Cinnamon,2233.83,1501.9,26.75,54.4,64.3,0,0.3,1444.075,2277.385,48.775,26.9025
2018-12-17,12,Kegalle,Cinnamon,2216.69,1490.9,27.76,52.1,67.1,0,0.3,1455.95,2247.075,51.15,27.1375
2018-12-24,12,Kegalle,Cinnamon,2332.26,1716.5,27.52,51.4,68.2,0,0.3,1505.7,2257.845,55.275,27.255
2018-12-31,12,Kegalle,Cinnamon,2410.85,1563.1,28.65,54.9,63.5,0,0.3,1568.1,2298.4075,53.2,27.67
2019-01-07,1,Kegalle,Cinnamon,2371.33,1331.6,29.67,75.3,69.4,0,0.3,1525.525,2332.7825,58.425,28.4
2019-01-14,1,Kegalle,Cinnamon,2413.07,1274,29.16,37.4,64,0,0.3,1471.3,2381.8775,54.75,28.75
2019-01-21,1,Kegalle,Cinnamon,2377.89,1471.2,30,52.4,67.8,0,0.3,1409.975,2393.285,55,29.37
2019-01-28,1,Kegalle,Cinnamon,2349.26,1268.5,29.3,61,72.6,0,0.3,1336.325,2377.8875,56.525,29.5325
2019-02-04,2,Kegalle,Cinnamon,2326.32,1285.9,30.89,50.8,64.4,0,0.3,1324.9,2366.635,50.4,29.8375
2019-02-11,2,Kegalle,Cinnamon,2260.01,1344.1,28.94,45.3,68.3,0,0.3,1342.425,2328.37,52.375,29.7825
2019-02-18,2,Kegalle,Cinnamon,2257.06,1125.5,30.68,48.6,66.3,0,0.3,1256,2298.1625,51.425,29.9525
2019-02-25,2,Kegalle,Cinnamon,2301.97,1332.2,31.1,56.9,71.5,0,0.3,1271.925,2286.34,50.4,30.4025
2019-03-04,3,Kegalle,Cinnamon,2292.78,1266.5,30.28,35.6,71.1,0,0,1267.075,2277.955,46.6,30.25
2019-03-11,3,Kegalle,Cinnamon,2311.55,1448.7,31.02,32.7,66.5,0,0,1293.225,2290.84,43.45,30.77
2019-03-18,3,Kegalle,Cinnamon,2317.94,1264,30.54,37.7,65.7,0,0,1327.85,2306.06,40.725,30.735
2019-03-25,3,Kegalle,Cinnamon,2355.57,1414.5,30.25,35.6,70.7,0,0,1348.425,2319.46,35.4,30.5225
2019-04-01,4,Kegalle,Cinnamon,2369.87,1531.7,30.26,47.6,69.3,0,0,1414.725,2338.7325,38.4,30.5175
2019-04-08,4,Kegalle,Cinnamon,2417.21,1420.7,29.69,34.3,63.2,0,0,1407.725,2365.1475,38.8,30.185
2019-04-15,4,Kegalle,Cinnamon,2436.42,1382.1,29.8,33.3,67,0,0,1437.25,2394.7675,37.7,30
2019-04-22,4,Kegalle,Cinnamon,2494.61,1548.8,30.78,48.3,70.3,0,0,1470.825,2429.5275,40.875,30.1325
2019-04-29,4,Kegalle,Cinnamon,2453.22,1269.3,30.11,38.5,66.6,0,0,1405.225,2450.365,38.6,30.095
2019-05-06,5,Kegalle,Cinnamon,2325.6,1361,29.25,80.8,73.9,0.8,0,1390.3,2427.4625,50.225,29.985
2019-05-13,5,Kegalle,Cinnamon,2379.84,1540.8,29.21,76.4,70.6,0.8,0,1429.975,2413.3175,61,29.8375
2019-05-20,5,Kegalle,Cinnamon,2328.46,1308.4,28.85,79.9,74.3,0.8,0,1369.875,2371.78,68.9,29.355
2019-05-27,5,Kegalle,Cinnamon,2334.08,1369,27.57,77.1,69.4,0.8,0,1394.8,2341.995,78.55,28.72
2019-06-03,6,Kegalle,Cinnamon,2306.73,1321.4,28.86,68.2,73.1,0.8,0,1384.9,2337.2775,75.4,28.6225
2019-06-10,6,Kegalle,Cinnamon,2292.14,1422.4,28.02,76.5,68.8,0.8,0,1355.3,2315.3525,75.425,28.325
2019-06-17,6,Kegalle,Cinnamon,2228.56,1214.9,27.07,69.6,61.3,0.8,0,1331.925,2290.3775,72.85,27.88
2019-06-24,6,Kegalle,Cinnamon,2146.48,1302.7,26.68,88.4,69.5,0.8,0,1315.35,2243.4775,75.675,27.6575
2019-07-01,7,Kegalle,Cinnamon,2148.01,1328.9,25.86,56.3,68,0.8,0,1317.225,2203.7975,72.7,26.9075
2019-07-08,7,Kegalle,Cinnamon,2108.31,1224.1,26.06,71.2,65.3,0.8,0,1267.65,2157.84,71.375,26.4175
2019-07-15,7,Kegalle,Cinnamon,2104.42,1355.2,25.6,57.2,67.6,0.8,0,1302.725,2126.805,68.275,26.05
2019-07-22,7,Kegalle,Cinnamon,2116.38,1436.7,26.19,75.9,66.7,0.8,0,1336.225,2119.28,65.15,25.9275
2019-07-29,7,Kegalle,Cinnamon,2138.98,1435.7,25.59,75.1,67.6,0.8,0,1362.925,2117.0225,69.85,25.86
2019-08-05,8,Kegalle,Cinnamon,2146.43,1509.1,24.62,58.7,68.2,0.8,0,1434.175,2126.5525,66.725,25.5
2019-08-12,8,Kegalle,Cinnamon,2143.92,1275.2,25.85,61.5,66.7,0.8,0,1414.175,2136.4275,67.8,25.5625
2019-08-19,8,Kegalle,Cinnamon,2169.35,1412.1,25.4,75.6,70,0.8,0,1408.025,2149.67,67.725,25.365
2019-08-26,8,Kegalle,Cinnamon,2160.54,1298.5,25.26,75.3,72.8,0.8,0,1373.725,2155.06,67.775,25.2825
2019-09-02,9,Kegalle,Cinnamon,2167.5,1418.9,24.66,68.8,68.2,0.8,0,1351.175,2160.3275,70.3,25.2925
2019-09-09,9,Kegalle,Cinnamon,2181.47,1316.5,25.96,65.8,62.3,0.8,0,1361.5,2169.715,71.375,25.32
2019-09-16,9,Kegalle,Cinnamon,2129.03,1318.4,24.75,77.2,67.6,0.8,0,1338.075,2159.635,71.775,25.1575
2019-09-23,9,Kegalle,Cinnamon,2125.6,1298.1,24.82,76,64.8,0.8,0,1337.975,2150.9,71.95,25.0475
2019-09-30,9,Kegalle,Cinnamon,2113.12,1260.2,24.89,84.2,67.5,0.8,0,1298.3,2137.305,75.8,25.105
2019-10-07,10,Kegalle,Cinnamon,2069.87,1399.1,25.37,34.1,61,0,0,1318.95,2109.405,67.875,24.9575
2019-10-14,10,Kegalle,Cinnamon,2060.76,1467.8,25.25,50.6,64.5,0,0,1356.3,2092.3375,61.225,25.0825
2019-10-21,10,Kegalle,Cinnamon,2103.52,1549.5,24.72,50,72.6,0,0,1419.15,2086.8175,54.725,25.0575
2019-10-28,10,Kegalle,Cinnamon,2209.65,1524.9,25.63,45.9,65.5,0,0,1485.325,2110.95,45.15,25.2425
2019-11-04,11,Kegalle,Cinnamon,2325.89,1575.2,26.01,44.4,65.4,0,0,1529.35,2174.955,47.725,25.4025
2019-11-11,11,Kegalle,Cinnamon,2362.51,1521.4,26.04,44.9,65.1,0,0,1542.75,2250.3925,46.3,25.6
2019-11-18,11,Kegalle,Cinnamon,2348.53,1443.3,27.04,37.9,67.4,0,0,1516.2,2311.645,43.275,26.18
2019-11-25,11,Kegalle,Cinnamon,2305.33,1249.2,25.75,34.2,61.2,0,0,1447.275,2335.565,40.35,26.21
2019-12-02,12,Kegalle,Cinnamon,2291.45,1428.4,26.16,48.5,68.4,0,0.3,1410.575,2326.955,41.375,26.2475
2019-12-09,12,Kegalle,Cinnamon,2257.52,1578.9,26.71,55.4,67.1,0,0.3,1424.95,2300.7075,44,26.415
2019-12-16,12,Kegalle,Cinnamon,2240,1377.9,27.95,60.6,66,0,0.3,1408.6,2273.575,49.675,26.6425
2019-12-23,12,Kegalle,Cinnamon,2273.87,1390.3,28.02,50.5,67.1,0,0.3,1443.875,2265.71,53.75,27.21
2019-12-30,12,Kegalle,Cinnamon,2305.72,1542.8,28.43,47.1,65.2,0,0.3,1472.475,2269.2775,53.4,27.7775
2020-01-06,1,Kegalle,Cinnamon,2273.87,1395.4,29.56,55.1,69.3,0,0.3,1426.6,2273.365,53.325,28.49
2020-01-13,1,Kegalle,Cinnamon,2266.25,1450.8,29.69,54.4,68.6,0,0.3,1444.825,2279.9275,51.775,28.925
2020-01-20,1,Kegalle,Cinnamon,2267.85,1264,29.01,45,69,0,0.3,1413.25,2278.4225,50.4,29.1725
2020-01-27,1,Kegalle,Cinnamon,2286.1,1304.7,29.87,58.6,62.3,0,0.3,1353.725,2273.5175,53.275,29.5325
2020-02-03,2,Kegalle,Cinnamon,2323.28,1233.6,30.3,52.7,65.8,0,0.3,1313.275,2285.87,52.675,29.7175
2020-02-10,2,Kegalle,Cinnamon,2336.2,1354.1,31.28,47.5,71.5,0,0.3,1289.1,2303.3575,50.95,30.115
2020-02-17,2,Kegalle,Cinnamon,2291.59,1428.4,30.34,56.4,66.4,0,0.3,1330.2,2309.2925,53.8,30.4475
2020-02-24,2,Kegalle,Cinnamon,2320.89,1309.5,30.06,55.2,76.2,0,0.3,1331.4,2317.99,52.95,30.495
2020-03-02,3,Kegalle,Cinnamon,2372.98,1367.5,30.7,45.1,71.1,0,0,1364.875,2330.415,51.05,30.595
2020-03-09,3,Kegalle,Cinnamon,2376.08,1252.2,31.64,20,67.3,0,0,1339.4,2340.385,44.175,30.685
2020-03-16,3,Kegalle,Cinnamon,2348.01,1299,30.96,49.5,71.3,0,0,1307.05,2354.49,42.45,30.84
2020-03-23,3,Kegalle,Cinnamon,2454.25,1565.8,31.08,33.8,67.6,0,0,1371.125,2387.83,37.1,31.095
2020-03-30,3,Kegalle,Cinnamon,2459.28,1479.5,30.99,49.4,69.3,0,0,1399.125,2409.405,38.175,31.1675
2020-04-06,4,Kegalle,Cinnamon,2535.14,1367.8,31,42.4,60.1,0,0,1428.025,2449.17,43.775,31.0075
2020-04-13,4,Kegalle,Cinnamon,2550.65,1368.8,31.16,38.8,69.5,0,0,1445.475,2499.83,41.1,31.0575
2020-04-20,4,Kegalle,Cinnamon,2527.59,1578.4,31.51,43.8,64.3,0,0,1448.625,2518.165,43.6,31.165
2020-04-27,4,Kegalle,Cinnamon,2410.83,1282.7,29.88,39.8,69.2,0,0,1399.425,2506.0525,41.2,30.8875
2020-05-04,5,Kegalle,Cinnamon,2349.68,1358.7,28.69,79,75.8,0.8,0,1397.15,2459.6875,50.35,30.31
2020-05-11,5,Kegalle,Cinnamon,2415.36,1548.4,29.53,78.3,72.7,0.8,0,1442.05,2425.865,60.225,29.9025
2020-05-18,5,Kegalle,Cinnamon,2339.14,1394.6,29.44,81.5,77.5,0.8,0,1396.1,2378.7525,69.65,29.385
2020-05-25,5,Kegalle,Cinnamon,2311.23,1257.9,28.58,68.6,75.3,0.8,0,1389.9,2353.8525,76.85,29.06
2020-06-01,6,Kegalle,Cinnamon,2262.42,1402.2,28.45,77.7,71.1,0.8,0,1400.775,2332.0375,76.525,29
2020-06-08,6,Kegalle,Cinnamon,2254.76,1300.9,28.32,62.7,66.3,0.8,0,1338.9,2291.8875,72.625,28.6975
2020-06-15,6,Kegalle,Cinnamon,2210.47,1467.4,27.45,60.4,73.4,0.8,0,1357.1,2259.72,67.35,28.2
2020-06-22,6,Kegalle,Cinnamon,2187.37,1306.5,27.4,76.3,66.8,0.8,0,1369.25,2228.755,69.275,27.905
2020-06-29,6,Kegalle,Cinnamon,2201.38,1261.6,26.88,63.4,70,0.8,0,1334.1,2213.495,65.7,27.5125
2020-07-06,7,Kegalle,Cinnamon,2150.54,1312.4,26.55,78.5,69.5,0.8,0,1336.975,2187.44,69.65,27.07
2020-07-13,7,Kegalle,Cinnamon,2144.78,1432.4,27.28,62.5,66.7,0.8,0,1328.225,2171.0175,70.175,27.0275
2020-07-20,7,Kegalle,Cinnamon,2069.23,1383.6,25.82,46.6,70.6,0.8,0,1347.5,2141.4825,62.75,26.6325
2020-07-27,7,Kegalle,Cinnamon,2070.74,1420.4,25.86,69,70,0.8,0,1387.2,2108.8225,64.15,26.3775
2020-08-03,8,Kegalle,Cinnamon,2045.07,1306,24.85,74.3,72.1,0.8,0,1385.6,2082.455,63.1,25.9525
2020-08-10,8,Kegalle,Cinnamon,2076.8,1391.2,24.73,73.4,69.5,0.8,0,1375.3,2065.46,65.825,25.315
2020-08-17,8,Kegalle,Cinnamon,2074.17,1378.3,23.9,89,64.4,0.8,0,1373.975,2066.695,76.425,24.835
2020-08-24,8,Kegalle,Cinnamon,2063.75,1279,24.83,71.5,68.4,0.8,0,1338.625,2064.9475,77.05,24.5775
2020-08-31,8,Kegalle,Cinnamon,2111.74,1360.6,24.74,59.1,62.1,0.8,0,1352.275,2081.615,73.25,24.55
2020-09-07,9,Kegalle,Cinnamon,2074.81,1416.9,25.73,72.2,62.3,0.8,0,1358.7,2081.1175,72.95,24.8
2020-09-14,9,Kegalle,Cinnamon,2086.89,1356.1,24.37,73.1,68.7,0.8,0,1353.15,2084.2975,68.975,24.9175
2020-09-21,9,Kegalle,Cinnamon,2086.24,1337.4,24.99,62.2,66.5,0.8,0,1367.75,2089.92,66.65,24.9575
2020-09-28,9,Kegalle,Cinnamon,2072.18,1508.1,25.5,89,75.2,0.8,0,1404.625,2080.03,74.125,25.1475
2020-10-05,10,Kegalle,Cinnamon,2059.84,1370,25.3,30,62.3,0,0,1392.9,2076.2875,63.575,25.04
2020-10-12,10,Kegalle,Cinnamon,2058.66,1762.3,24.59,42,66.6,0,0,1494.45,2069.23,55.8,25.095
2020-10-19,10,Kegalle,Cinnamon,2113.3,1257.2,24.4,35.4,66.6,0,0,1474.4,2075.995,49.1,24.9475
2020-10-26,10,Kegalle,Cinnamon,2221.75,1646.2,25.21,32.1,55.7,0,0,1508.925,2113.3875,34.875,24.875
2020-11-02,11,Kegalle,Cinnamon,2299.9,1564.6,26.27,53.7,61.6,0,0,1557.575,2173.4025,40.8,25.1175
2020-11-09,11,Kegalle,Cinnamon,2333.81,1317.4,26.22,39.7,64.7,0,0,1446.35,2242.19,40.225,25.525
2020-11-16,11,Kegalle,Cinnamon,2298.18,1464.9,25.84,51.1,70.1,0,0,1498.275,2288.41,44.15,25.885
2020-11-23,11,Kegalle,Cinnamon,2301.69,1340.6,27.09,61.1,65.7,0,0,1421.875,2308.395,51.4,26.355
2020-11-30,11,Kegalle,Cinnamon,2253.81,1409.1,27.43,33.9,63.7,0,0,1383,2296.8725,46.45,26.645
2020-12-07,12,Kegalle,Cinnamon,2305.73,1437.9,27,50.6,66,0,0.3,1413.125,2289.8525,49.175,26.84
2020-12-14,12,Kegalle,Cinnamon,2286.28,1559.2,27.22,49.4,64.1,0,0.3,1436.7,2286.8775,48.75,27.185
2020-12-21,12,Kegalle,Cinnamon,2277.23,1254,27.79,49.2,63.9,0,0.3,1415.05,2280.7625,45.775,27.36
2020-12-28,12,Kegalle,Cinnamon,2319.57,1355.3,28.85,46.4,63.4,0,0.3,1401.6,2297.2025,48.9,27.715
2021-01-04,1,Kegalle,Cinnamon,2367.24,1340.6,28.26,52.4,72.7,0,0.3,1377.275,2312.58,49.35,28.03
2021-01-11,1,Kegalle,Cinnamon,2340.13,1338,29.16,60,63.5,0,0.3,1321.975,2326.0425,52,28.515
2021-01-18,1,Kegalle,Cinnamon,2354.28,1400.4,29.81,55.5,68.8,0,0.3,1358.575,2345.305,53.575,29.02
2021-01-25,1,Kegalle,Cinnamon,2283.14,1339.6,29.98,57.2,70.1,0,0.3,1354.65,2336.1975,56.275,29.3025
2021-02-01,2,Kegalle,Cinnamon,2273.16,1241,30.05,60.3,69.3,0,0.3,1329.75,2312.6775,58.25,29.75
2021-02-08,2,Kegalle,Cinnamon,2283.18,1268,30.93,54.6,69.2,0,0.3,1312.25,2298.44,56.9,30.1925
2021-02-15,2,Kegalle,Cinnamon,2288.74,1453.9,30.18,57,70.7,0,0.3,1325.625,2282.055,57.275,30.285
2021-02-22,2,Kegalle,Cinnamon,2301.46,1248.3,30.82,57.6,69.9,0,0.3,1302.8,2286.635,57.375,30.495
2021-03-01,3,Kegalle,Cinnamon,2280.52,1304.9,30.57,30.6,55,0,0,1318.775,2288.475,49.95,30.625
2021-03-08,3,Kegalle,Cinnamon,2326.02,1196.3,31.08,38.2,74.4,0,0,1300.85,2299.185,45.85,30.6625
2021-03-15,3,Kegalle,Cinnamon,2352.05,1350,30.76,43.8,63.3,0,0,1274.875,2315.0125,42.55,30.8075
2021-03-22,3,Kegalle,Cinnamon,2432.01,1475.9,30.66,46.9,68,0,0,1331.775,2347.65,39.875,30.7675
2021-03-29,3,Kegalle,Cinnamon,2471.23,1435.4,30.54,48.6,74.8,0,0,1364.4,2395.3275,44.375,30.76
2021-04-05,4,Kegalle,Cinnamon,2554.66,1500,30.48,30.9,70.1,0,0,1440.325,2452.4875,42.55,30.61
2021-04-12,4,Kegalle,Cinnamon,2558.59,1557.7,29.59,42.3,69.6,0,0,1492.25,2504.1225,42.175,30.3175
2021-04-19,4,Kegalle,Cinnamon,2580.2,1621.3,30.83,38.7,69.6,0,0,1528.6,2541.17,40.125,30.36
2021-04-26,4,Kegalle,Cinnamon,2466.95,1395.8,30.42,27.8,64.7,0,0,1518.7,2540.1,34.925,30.33
2021-05-03,5,Kegalle,Cinnamon,2370.53,1322,30.74,75.3,74.1,0.8,0,1474.2,2494.0675,46.025,30.395
2021-05-10,5,Kegalle,Cinnamon,2458.41,1328.9,29.49,67,58.2,0.8,0,1417,2469.0225,52.2,30.37
2021-05-17,5,Kegalle,Cinnamon,2369.66,1267.8,29.52,56,67.8,0.8,0,1328.625,2416.3875,56.525,30.0425
2021-05-24,5,Kegalle,Cinnamon,2313.91,1326.3,28.77,57.9,70.7,0.8,0,1311.25,2378.1275,64.05,29.63
2021-05-31,5,Kegalle,Cinnamon,2273.18,1302.2,28.96,74.4,72.4,0.8,0,1306.3,2353.79,63.825,29.185
2021-06-07,6,Kegalle,Cinnamon,2235.22,1318.9,27.62,82.9,74,0.8,0,1303.8,2297.9925,67.8,28.7175
2021-06-14,6,Kegalle,Cinnamon,2190.79,1315.2,27.46,76.8,68.4,0.8,0,1315.65,2253.275,73,28.2025
2021-06-21,6,Kegalle,Cinnamon,2183.31,1405.2,27.87,74.1,70.8,0.8,0,1335.375,2220.625,77.05,27.9775
2021-06-28,6,Kegalle,Cinnamon,2169.32,1421.9,26.52,76.2,72.1,0.8,0,1365.3,2194.66,77.5,27.3675
2021-07-05,7,Kegalle,Cinnamon,2165.66,1392.4,27.3,48.7,69.9,0.8,0,1383.675,2177.27,68.95,27.2875
2021-07-12,7,Kegalle,Cinnamon,2167.78,1275.9,25.86,60.7,66.6,0.8,0,1373.85,2171.5175,64.925,26.8875
2021-07-19,7,Kegalle,Cinnamon,2186.76,1415.9,25.81,70.5,67.5,0.8,0,1376.525,2172.38,64.025,26.3725
2021-07-26,7,Kegalle,Cinnamon,2144.84,1330.1,25.6,64.5,63.4,0.8,0,1353.575,2166.26,61.1,26.1425
2021-08-02,8,Kegalle,Cinnamon,2130.2,1405.6,26.15,74.7,69.3,0.8,0,1356.875,2157.395,67.6,25.855
2021-08-09,8,Kegalle,Cinnamon,2097.21,1209.6,24.26,79.3,73,0.8,0,1340.3,2139.7525,72.25,25.455
2021-08-16,8,Kegalle,Cinnamon,2116.1,1445.3,24.5,73,71.4,0.8,0,1347.65,2122.0875,72.875,25.1275
2021-08-23,8,Kegalle,Cinnamon,2091.43,1372.2,24.58,84.5,66.7,0.8,0,1358.175,2108.735,77.875,24.8725
2021-08-30,8,Kegalle,Cinnamon,2132.3,1442.9,25.76,75.8,68.8,0.8,0,1367.5,2109.26,78.15,24.775
2021-09-06,9,Kegalle,Cinnamon,2098.66,1295.5,24.34,74.4,68.5,0.8,0,1388.975,2109.6225,76.925,24.795
2021-09-13,9,Kegalle,Cinnamon,2120,1258.5,24.66,81,69.4,0.8,0,1342.275,2110.5975,78.925,24.835
2021-09-20,9,Kegalle,Cinnamon,2031.43,1477.7,24.07,70.8,66.9,0.8,0,1368.65,2095.5975,75.5,24.7075
2021-09-27,9,Kegalle,Cinnamon,2040.26,1409.3,25.08,84.3,70,0.8,0,1360.25,2072.5875,77.625,24.5375
2021-10-04,10,Kegalle,Cinnamon,2067.46,1396.1,24.74,39.3,68.6,0,0,1385.4,2064.7875,68.85,24.6375
2021-10-11,10,Kegalle,Cinnamon,2039.26,1573.1,25.94,44.6,66.1,0,0,1464.05,2044.6025,59.75,24.9575
2021-10-18,10,Kegalle,Cinnamon,2051.37,1294.1,25.92,54.7,66.3,0,0,1418.15,2049.5875,55.725,25.42
2021-10-25,10,Kegalle,Cinnamon,2171.88,1488.3,26.21,40.4,66.5,0,0,1437.9,2082.4925,44.75,25.7025
2021-11-01,11,Kegalle,Cinnamon,2271.12,1592.1,25.49,30.4,63.9,0,0,1486.9,2133.4075,42.525,25.89
2021-11-08,11,Kegalle,Cinnamon,2322.79,1603.5,25.48,38.7,66.6,0,0,1494.5,2204.29,41.05,25.775
2021-11-15,11,Kegalle,Cinnamon,2286.26,1468.1,26.61,53.2,73.8,0,0,1538,2263.0125,40.675,25.9475
2021-11-22,11,Kegalle,Cinnamon,2274.13,1403.2,26.44,41.6,61.8,0,0,1516.725,2288.575,40.975,26.005
2021-11-29,11,Kegalle,Cinnamon,2253.78,1279.8,27.96,54.2,71.2,0,0,1438.65,2284.24,46.925,26.6225
2021-12-06,12,Kegalle,Cinnamon,2213.15,1430.9,26.2,47.8,58.4,0,0.3,1395.5,2256.83,49.2,26.8025
2021-12-13,12,Kegalle,Cinnamon,2212.28,1402.4,27.59,55.9,64.1,0,0.3,1379.075,2238.335,49.875,27.0475
2021-12-20,12,Kegalle,Cinnamon,2243.76,1329.6,27.46,52.6,70.8,0,0.3,1360.675,2230.7425,52.625,27.3025
2021-12-27,12,Kegalle,Cinnamon,2399.43,1386.6,27.69,54.8,61,0,0.3,1387.375,2267.155,52.775,27.235
